Marka,Model,Rok produkcji,Przebieg,Pojemnosc silnika,Moc,Rodzaj paliwa,Skrzynia biegow,Kolor,Cena
Audi,A6 Allroad,2008,266000,2967,275,Olej Napędowy,automatyczna,czarny metalik,38600
Opel,Corsa,2004,16900,1200,70,Benzyna,manualna,srebrny metalik,6300
Opel,Corsa,2004,16900,1200,70,Benzyna,manualna,srebrny metalik,6300
Nissan,Micra,2005,227000,1600,65,Benzyna,manualna,czerwony,50
Opel,Meriva,2005,135,1598,75,Benzyna,automatyczna,srebrny metalik,9000
Volkswagen,Bora,2000,293,1900,115,Olej Napędowy,manualna,srebrny,4000
Volkswagen,Golf,1998,198000,1,70,Benzyna,manualna,zielony,2500
Mazda,6,2003,230000,2000,137,Olej Napędowy,manualna,granatowy,6200
Peugeot,107,2006,135000,1000,68,Benzyna,manualna,żółty metalik,9900
Hyundai,Tucson,2017,64372,2000,1,Benzyna,automatyczna,niebieski metalik,56999
Fiat,125,1981,150000,1500,69,Benzyna,manualna,zielony,3900
Renault,Espace,2006,249000,1900,120,Olej Napędowy,manualna,czarny,9999
Mercedes-Benz,Klasa C,2003,258000,1800,163,Benzyna,manualna,czarny,11000
Opel,Vectra,2007,206000,1900,150,Olej Napędowy,automatyczna,szary metalik,5500
Peugeot,308,2008,208000,1599,120,Autogaz,manualna,złoty metalik,15000
Audi,A4,2014,280000,2000,150,Olej Napędowy,manualna,biały metalik,54000
BMW,Seria 3,2003,372000,2000,140,Olej Napędowy,manualna,czarny,15500
Ford,Kuga,2009,187000,1997,136,Olej Napędowy,manualna,czarny metalik,38800
Citroën,C-Elysée,2018,44500,1600,115,Benzyna,manualna,brązowy metalik,37000
BMW,Seria 5,2001,278037,2000,136,Olej Napędowy,manualna,srebrny,7500
BMW,Seria 1,2011,164000,2000,136,Olej Napędowy,manualna,czarny,27900
Nissan,Qashqai,2010,189069,2000,141,Benzyna,manualna,złoty metalik,35690
Alfa Romeo,GT,2004,270000,1900,1,Olej Napędowy,manualna,srebrny,3500
Opel,Vivaro,2006,350000,2500,146,Olej Napędowy,sekwencyjna,szary,16500
Audi,A3,2006,254000,1600,102,Benzyna,manualna,srebrny metalik,11000
Kia,Rio,2017,27000,1200,83,Benzyna,manualna,biały,49500
Mitsubishi,Colt,2009,119600,1300,95,Benzyna,manualna,niebieski metalik,13900
Mercedes-Benz,Klasa C,2000,315000,1998,163,Autogaz,manualna,zielony metalik,8900
Chrysler,Grand Voyager,2001,362000,3300,170,Autogaz,automatyczna,czarny,4999
Volkswagen,New Beetle,2000,250000,1900,90,Olej Napędowy,manualna,szary metalik,5999
Kia,Optima,2014,157000,1999,150,Benzyna,automatyczna,biały metalik,56800
Renault,Twingo,2014,58245,999,70,Benzyna,manualna,niebieski,23200
Kia,Picanto,2012,129000,1000,69,Benzyna,manualna,beżowy metalik,18900
Dodge,Caravan,2003,200000,3300,180,Benzyna,automatyczna,srebrny,2500
Nissan,Qashqai+2,2013,152344,1500,110,Olej Napędowy,manualna,srebrny metalik,37500
Ford,Mondeo,2011,124000,1560,115,Olej Napędowy,manualna,szary metalik,25500
Opel,Astra,2007,262000,1700,101,Olej Napędowy,manualna,wiśniowy,7500
Renault,Clio,2015,142322,1200,90,Autogaz,manualna,bordowy,29900
BMW,Seria 3,2005,205500,2497,2018,Benzyna,manualna,czarny metalik,22900
Mazda,5,2008,223230,2008,140,Olej Napędowy,manualna,grafitowy,14999
Citroën,C5,2009,190922,2000,163,Olej Napędowy,manualna,szary,18900
Audi,A5,2018,11000,2000,190,Benzyna,automatyczna,niebieski metalik,139000
Volkswagen,Golf,2008,174343,1900,170,Olej Napędowy,manualna,grafitowy metalik,23900
Alfa Romeo,156,2003,347,1,140,Olej Napędowy,automatyczna,granatowy,3000
Jeep,Compass,2007,200,2000,140,Olej Napędowy,manualna,czarny,21000
Ford,Grand C-Max,2012,185000,2000,140,Olej Napędowy,manualna,srebrny metalik,30500
Audi,A4,2000,274,1896,116,Olej Napędowy,manualna,srebrny,7500
Opel,Meriva,2015,164000,1600,95,Olej Napędowy,manualna,szary metalik,32990
Fiat,Punto,2004,169125,1200,75,Benzyna,manualna,czarny metalik,5900
Mercedes-Benz,Klasa A,2005,145000,1500,95,Benzyna,manualna,czarny,11500
Volkswagen,Touran,2003,470000,1900,105,Olej Napędowy,automatyczna,czarny,7500
Honda,Accord,2000,230000,1,139,Autogaz,manualna,srebrny metalik,5000
Opel,Meriva,2003,182000,1598,75,Benzyna,manualna,niebieski metalik,3300
Peugeot,407,2005,336,1997,136,Olej Napędowy,automatyczna,grafitowy metalik,7900
Opel,Astra,2004,173,1598,105,Benzyna,manualna,niebieski metalik,9000
Kia,Sportage,2006,217,2000,140,Olej Napędowy,manualna,czarny,16200
Kia,Sportage,2017,41000,1591,132,Benzyna,manualna,grafitowy,82500
Nissan,Note,2009,224000,1500,86,Olej Napędowy,manualna,srebrny metalik,14800
Dacia,Logan,2004,150000,1400,80,Benzyna,manualna,srebrny,3800
Citroën,C1,2006,208000,1400,54,Olej Napędowy,manualna,czerwony,8900
Audi,A3,2005,307000,1968,140,Olej Napędowy,manualna,czarny,20000
Audi,A8,1999,410000,2500,150,Olej Napędowy,manualna,grafitowy,13000
Audi,A6,2013,230000,2,177,Olej Napędowy,automatyczna,czarny,65000
BMW,Seria 3,1999,245678,1896,105,Benzyna,manualna,szary metalik,2009
Rover,75,1999,174000,1997,150,Benzyna,manualna,zielony,8800
Citroën,C5,2008,300200,2000,136,Olej Napędowy,manualna,czarny,17600
Chrysler,PT Cruiser,2006,120,2,150,Olej Napędowy,manualna,wiśniowy metalik,9500
Ford,Mondeo,2009,174,1753,120,Olej Napędowy,manualna,szary,19000
Mercedes-Benz,CLK,2001,228000,2000,163,Autogaz,automatyczna,granatowy metalik,15500
Opel,Meriva,2003,245000,1600,90,Autogaz,manualna,niebieski,4300
Seat,Ibiza,2011,85000,1200,60,Benzyna,manualna,czerwony,18700
Volkswagen,Golf,1995,330870,1,90,Olej Napędowy,manualna,zielony metalik,5999
Volkswagen,Golf,2007,140000,1900,105,Olej Napędowy,manualna,czarny,6000
Volkswagen,Golf,2004,372000,1898,130,Olej Napędowy,manualna,grafitowy,15000
Alfa Romeo,Giulietta,2010,89000,1400,120,Benzyna,manualna,czarny metalik,31900
Toyota,Avensis,2003,247,2000,116,Olej Napędowy,manualna,szary metalik,8600
Volkswagen,Sharan,2007,350000,1900,115,Olej Napędowy,manualna,srebrny,10500
Opel,Zafira,2009,200,1600,116,Benzyna,manualna,grafitowy metalik,19900
Opel,Insignia,2009,192000,1800,140,Benzyna,manualna,złoty metalik,27400
Fiat,Doblo,2008,233000,1910,105,Olej Napędowy,manualna,biały,10500
Seat,Leon,2003,285000,1600,102,Autogaz,manualna,czarny,6500
BMW,Seria 3,2000,300000,2500,180,Benzyna,manualna,granatowy,11200
Ford,S-Max,2007,225665,1800,125,Olej Napędowy,manualna,srebrny,16000
Opel,Astra,2007,186000,1598,115,Benzyna,manualna,czarny,16500
Fiat,Grande Punto,2006,143,1400,77,Benzyna,manualna,srebrny metalik,11900
Opel,Antara,2007,234833,2000,150,Olej Napędowy,manualna,brązowy,23500
Ford,Focus,2013,175000,1,125,Benzyna,manualna,biały,22000
Opel,Astra,2000,338000,1,125,Autogaz,manualna,srebrny,5500
Volvo,V50,2005,356000,2000,136,Olej Napędowy,manualna,biały,9500
Seat,Ibiza,2001,288991,1900,110,Olej Napędowy,manualna,biały,2800
Volkswagen,Touran,2006,154,1600,105,Benzyna,manualna,niebieski,14000
BMW,Seria 3,2000,291000,2000,150,Benzyna,manualna,srebrny,7000
Opel,Insignia,2010,301555,2000,160,Olej Napędowy,automatyczna,biały metalik,23700
BMW,Seria 5,2006,254,1995,163,Olej Napędowy,manualna,szary metalik,25000
BMW,X3,2006,320000,1995,150,Olej Napędowy,manualna,czarny metalik,17
Ford,Focus,2003,173600,1800,115,Olej Napędowy,manualna,srebrny,3300
BMW,Seria 3,2001,206000,2172,170,Benzyna,automatyczna,czarny,14200
Renault,Scenic,2003,210000,16000,76,Benzyna,manualna,szary,5600
Volkswagen,Passat,2007,216000,1900,105,Olej Napędowy,manualna,szary metalik,18499
BMW,Seria 5,2004,343500,2500,192,Autogaz,manualna,srebrny metalik,24600
Citroën,Jumper,2003,35,2200,120,Olej Napędowy,manualna,biały,10999
Seat,Leon,2007,146500,2000,140,Olej Napędowy,manualna,czarny,14900
Audi,A4,1997,350000,1900,90,Olej Napędowy,manualna,grafitowy,2800
BMW,Seria 1,2005,250,2000,122,Olej Napędowy,manualna,brązowy metalik,13600
BMW,Seria 3,2003,371500,1995,150,Olej Napędowy,manualna,szary,11000
Peugeot,207,2007,254689,1400,75,Benzyna,manualna,biały,7000
Citroën,C4,2008,20932,1600,130,Olej Napędowy,manualna,czarny,13900
Nissan,Murano,2009,180212,3500,243,Autogaz,manualna,srebrny,39900
Seat,Leon,2007,223233,2000,140,Olej Napędowy,manualna,biały,12900
Audi,A3,2014,290320,2000,140,Olej Napędowy,manualna,biały,45900
Audi,A4,2005,260000,1800,163,Benzyna,manualna,czarny metalik,7500
BMW,Seria 5,2000,300000,2000,184,Olej Napędowy,manualna,srebrny metalik,100
Opel,Zafira,2006,176800,1900,120,Olej Napędowy,manualna,granatowy,12900
Jeep,Grand Cherokee,2002,311000,2699,163,Olej Napędowy,automatyczna,czarny,19800
Opel,Zafira,2004,249,2,92,Olej Napędowy,manualna,srebrny,4900
Nissan,Qashqai,2013,95400,1,116,Benzyna,manualna,biały,42000
Nissan,Terrano,1999,253350,2,118,Autogaz,manualna,niebieski,9000
Citroën,C5,2010,209200,2000,163,Olej Napędowy,manualna,szary metalik,23000
Ford,S-Max,2009,150000,2,145,Benzyna,manualna,czarny,22500
Peugeot,407,2006,215000,1560,110,Olej Napędowy,manualna,czarny,8900
Suzuki,Grand Vitara,2004,330000,2,128,Benzyna,manualna,zielony,16800
Fiat,Sedici,2014,113000,1598,120,Benzyna,manualna,biały,29900
BMW,X4,2017,27400,1995,190,Olej Napędowy,automatyczna,biały metalik,180000
Alfa Romeo,GT,2005,213000,1900,150,Olej Napędowy,manualna,szary,4500
Daewoo,Lacetti,2004,174000,1399,95,Benzyna,manualna,niebieski,5200
Mitsubishi,Pajero,1995,200000,2500,10,Olej Napędowy,manualna,zielony metalik,12500
Volvo,V40,1999,345000,1900,95,Olej Napędowy,manualna,granatowy,3900
Volvo,V70,2000,418000,24000,140,Benzyna,manualna,srebrny,4000
Mercedes-Benz,Klasa B,2008,279500,1991,109,Olej Napędowy,manualna,niebieski,14900
Volkswagen,Passat,1995,289000,1896,75,Olej Napędowy,manualna,granatowy,2500
Hyundai,Tucson,2017,51000,1600,132,Benzyna,manualna,czarny metalik,76900
Mercedes-Benz,Klasa C,2005,145000,1794,143,Benzyna,manualna,czarny,12000
Ford,Mondeo,2007,353000,2200,155,Olej Napędowy,manualna,czarny,7900
Škoda,Octavia,2005,243000,1,102,Benzyna,manualna,szary,11200
Hyundai,Tucson,2005,192,2000,141,Benzyna,manualna,czerwony metalik,18500
Opel,Vectra,2005,272000,2000,101,Olej Napędowy,manualna,srebrny,5000
Dacia,Duster,2012,187,1500,107,Olej Napędowy,manualna,czarny metalik,22100
Suzuki,Grand Vitara,2000,177151,2000,130,Autogaz,manualna,złoty,15500
Daewoo,Matiz,2000,124,796,51,Benzyna,manualna,zielony,2000
Volkswagen,Jetta,1990,350000,1600,75,Autogaz,manualna,grafitowy metalik,1
Peugeot,508,2012,243500,1600,115,Olej Napędowy,manualna,czarny metalik,25900
Honda,Civic,1997,279,1400,90,Benzyna,manualna,niebieski metalik,2200
Opel,Zafira,2005,125000,1800,126,Autogaz,manualna,srebrny metalik,14100
BMW,Seria 3,1991,309806,1991,150,Benzyna,manualna,czarny metalik,3500
Hyundai,Getz,2003,150000,1100,74,Benzyna,manualna,biały,3000
Mazda,2,2006,185700,1250,75,Benzyna,manualna,srebrny metalik,9000
Renault,Modus,2008,170000,1149,75,Autogaz,manualna,beżowy metalik,11000
Audi,A4,2003,259000,1800,190,Benzyna,manualna,czarny metalik,18900
Lada,2105,1976,111,1600,78,Benzyna,manualna,biały,1750
Volkswagen,Golf,2008,204000,1600,102,Benzyna,manualna,biały,17200
Audi,A4,2003,300000,1900,130,Olej Napędowy,manualna,beżowy metalik,12500
Citroën,C3,2018,29000,1560,75,Olej Napędowy,manualna,grafitowy metalik,39900
Mercedes-Benz,Klasa A,2005,195000,1500,95,Benzyna,manualna,srebrny metalik,6700
Renault,Grand Espace,2012,195000,1995,127,Benzyna,automatyczna,czarny metalik,32000
Kia,Picanto,2004,137,1,65,Benzyna,manualna,srebrny,5800
Volkswagen,Golf,2003,279999,1900,130,Olej Napędowy,manualna,srebrny metalik,5500
Volkswagen,Touran,2006,154,1598,105,Benzyna,manualna,granatowy,14000
Volvo,S40,2008,267197,2000,136,Olej Napędowy,manualna,czarny metalik,19000
BMW,Seria 5,2006,285,2,163,Olej Napędowy,manualna,czarny,22000
Hyundai,i30,2008,199000,1600,116,Olej Napędowy,manualna,czarny,18200
Citroën,Xsara Picasso,2006,206000,1600,110,Olej Napędowy,manualna,srebrny,7000
Honda,CR-V,2007,306,2,140,Olej Napędowy,manualna,srebrny,27000
Ford,Fiesta,2011,86000,1249,68,Benzyna,manualna,grafitowy,19000
Opel,Mokka,2015,114000,1600,115,Benzyna,manualna,czarny,48000
Renault,Laguna,2007,360,1870,130,Olej Napędowy,manualna,srebrny metalik,5500
Peugeot,407,2005,254000,2,136,Olej Napędowy,automatyczna,złoty,4500
Peugeot,307,2003,185000,1600,110,Benzyna,manualna,srebrny,6700
Mitsubishi,ASX,2011,248495,1800,150,Olej Napędowy,manualna,czarny,36500
Dacia,Duster,2018,45000,1600,115,Benzyna,manualna,złoty metalik,49000
Volkswagen,Passat,1997,327,1800,125,Autogaz,manualna,niebieski,4200
Polonez,Caro,1995,73043,1600,79,Benzyna,manualna,czerwony,1750
Nissan,Pathfinder,2013,50000,3,240,Olej Napędowy,automatyczna,srebrny,120
Renault,Grand Scenic,2004,231000,1600,110,Autogaz,manualna,grafitowy metalik,12900
Peugeot,306,2016,189985,1560,120,Olej Napędowy,manualna,biały metalik,43900
Renault,Kangoo,1998,253000,1400,90,Benzyna,manualna,żółty,5400
Fiat,Panda,2004,198000,1200,68,Benzyna,manualna,niebieski,7300
Mercedes-Benz,Klasa E,2010,190000,1800,204,Benzyna,automatyczna,czarny metalik,44900
Seat,Altea,2006,230000,1900,105,Olej Napędowy,manualna,srebrny metalik,11500
Daewoo,Matiz,2003,122,796,37,Benzyna,manualna,złoty,3400
Opel,Insignia,2010,147,2000,131,Olej Napędowy,manualna,szary,25500
Opel,Astra,2005,232000,1900,150,Olej Napędowy,manualna,żółty,8000
Fiat,Panda,2010,131350,1108,40,Benzyna,manualna,żółty,10700
Volkswagen,Polo,2000,185652,1400,75,Benzyna,automatyczna,srebrny,5000
Mercedes-Benz,CLK,2006,288771,2986,224,Olej Napędowy,automatyczna,czerwony metalik,31000
Hyundai,Tucson,2006,180000,2,140,Olej Napędowy,manualna,czarny,17900
Renault,Scenic,2003,234,19,120,Olej Napędowy,manualna,wiśniowy,4500
Audi,A2,2000,201,1400,75,Benzyna,manualna,srebrny metalik,7400
Hyundai,ix20,2012,80000,1400,90,Benzyna,manualna,czerwony metalik,29900
Ford,KA,2015,20200,1300,75,Benzyna,manualna,szary metalik,23500
Opel,Astra,2011,217000,1700,125,Olej Napędowy,manualna,czarny metalik,19900
BMW,Seria 3,2003,303000,2000,150,Olej Napędowy,manualna,srebrny,15600
Fiat,Punto,2013,180000,1368,78,Autogaz,manualna,biały,15500
Nissan,Patrol,1991,250000,2800,115,Olej Napędowy,manualna,grafitowy,24000
Honda,Civic,1997,16500,1,90,Benzyna,manualna,czerwony,2600
Ford,Focus,2006,394000,1600,90,Olej Napędowy,manualna,czerwony,5100
Ford,Fiesta,2011,133000,1249,82,Benzyna,manualna,czerwony metalik,16400
Škoda,Superb,2006,249,2,140,Olej Napędowy,manualna,srebrny,12500
Ford,Focus,2009,207000,1800,115,Olej Napędowy,manualna,grafitowy metalik,13000
Škoda,Octavia,2003,438,1,130,Olej Napędowy,manualna,szary,5900
BMW,Seria 3,2003,370000,1995,150,Olej Napędowy,manualna,szary,13900
Audi,A4,2003,270000,1900,130,Olej Napędowy,manualna,granatowy,13500
Audi,A3,1998,315000,1600,102,Benzyna,manualna,srebrny,3800
Hyundai,Tucson,2005,216,2,113,Olej Napędowy,manualna,zielony metalik,15500
Fiat,Grande Punto,2005,279000,1910,130,Olej Napędowy,manualna,czarny,9500
Daewoo,Matiz,2000,160,800,65,Benzyna,manualna,złoty,2300
Chevrolet,Captiva,2007,175000,2000,150,Olej Napędowy,automatyczna,srebrny metalik,23900
Citroën,C5,2006,188000,1800,125,Autogaz,manualna,srebrny metalik,11500
Peugeot,207,2009,232000,1400,95,Benzyna,manualna,czarny,14800
Opel,Vectra,2003,25000,2200,150,Autogaz,manualna,srebrny,9500
Renault,Scenic,2003,300000,1,88,Olej Napędowy,manualna,srebrny,2500
Opel,Astra,2004,270000,1700,100,Olej Napędowy,manualna,srebrny,800
BMW,Seria 3,2008,255100,2000,177,Olej Napędowy,manualna,czarny metalik,17900
Volkswagen,Passat,1999,25000,1800,125,Benzyna,manualna,biały,2500
Mercedes-Benz,C200,2002,195321,2000,180,Autogaz,manualna,czerwony metalik,8700
Ford,Focus,2007,238000,1600,109,Olej Napędowy,manualna,czarny metalik,8000
Saab,9-3,2007,217000,1910,120,Olej Napędowy,manualna,czarny,12700
Volkswagen,Bora,1998,251000,1600,102,Autogaz,manualna,zielony,5900
BMW,Seria 3,1999,272000,1900,118,Benzyna,manualna,srebrny,5500
Jeep,Compass,2017,25000,1400,140,Benzyna,manualna,czarny metalik,72000
Škoda,Octavia,2014,187,2,184,Olej Napędowy,manualna,srebrny metalik,56
Seat,Leon,2000,414000,1,110,Olej Napędowy,manualna,czarny,6300
Toyota,Yaris,2005,244,1,75,Olej Napędowy,manualna,srebrny metalik,8500
Ford,Fusion,2003,208000,1400,80,Benzyna,manualna,granatowy,5200
Daihatsu,Rocky,1991,86000,2,90,Olej Napędowy,manualna,zielony,13500
Mercedes-Benz,Klasa E,2012,260000,2143,136,Olej Napędowy,manualna,czarny metalik,38300
BMW,318,2001,35000,1,134,Benzyna,manualna,czarny,5500
Mercedes-Benz,Klasa E,1996,267000,2900,129,Olej Napędowy,manualna,srebrny metalik,9990
Ford,Mondeo,2007,218000,1800,125,Olej Napędowy,manualna,grafitowy metalik,13200
Ford,Mondeo,2001,164,2000,136,Benzyna,manualna,granatowy metalik,1500
Fiat,Ulysse,2004,330000,2,109,Olej Napędowy,manualna,grafitowy,2800
Ford,C-MAX,2013,170000,999,125,Benzyna,manualna,zielony,25500
Volvo,V60,2017,170000,2,150,Olej Napędowy,manualna,czarny metalik,62
Jeep,Wrangler,1991,204000,2500,121,Benzyna,manualna,czerwony,45000
Renault,Megane,2004,226000,1870,120,Olej Napędowy,manualna,zielony metalik,5500
Volkswagen,Passat,1994,400000,1900,90,Olej Napędowy,manualna,fioletowy,2550
BMW,Seria 3,2002,250000,1796,115,Benzyna,manualna,czarny,8500
Peugeot,206 plus,2011,78875,1124,60,Benzyna,manualna,czarny,9900
Volkswagen,Golf,2009,203000,1600,105,Olej Napędowy,manualna,szary metalik,19500
Audi,A6,2007,365958,2698,180,Olej Napędowy,automatyczna,granatowy metalik,19500
BMW,Seria 5,1997,2,2500,170,Benzyna,manualna,szary,6900
Škoda,Fabia,2003,245000,1,75,Benzyna,manualna,zielony metalik,3200
Mercedes-Benz,Klasa C,2006,315000,2200,150,Olej Napędowy,manualna,niebieski metalik,13500
Volkswagen,Passat,2006,237000,2000,140,Olej Napędowy,manualna,srebrny metalik,15400
BMW,Seria 3,2006,256000,2000,163,Olej Napędowy,manualna,czarny metalik,15500
Nissan,Primera,2004,340000,22000,130,Olej Napędowy,manualna,fioletowy metalik,2950
Saab,9-3,2004,170000,2,125,Olej Napędowy,manualna,czarny,9500
Renault,Laguna,1998,426000,1870,98,Olej Napędowy,manualna,biały,2000
Fiat,Bravo,2008,230000,1900,120,Olej Napędowy,manualna,grafitowy metalik,8500
Audi,A4,2009,268900,1968,145,Olej Napędowy,manualna,biały metalik,32500
Volkswagen,Passat,2005,270,1,74,Olej Napędowy,manualna,szary,4000
Daewoo,Matiz,1980,182,800,800,Benzyna,manualna,złoty,2300
BMW,Seria 3,1996,280000,2500,192,Autogaz,manualna,zielony,19000
Toyota,Auris,2016,203000,1390,90,Olej Napędowy,manualna,biały,39000
Volkswagen,Golf,1998,264,1,75,Benzyna,manualna,srebrny,2800
Mitsubishi,Pajero,2001,240000,3200,165,Olej Napędowy,automatyczna,czarny,25500
BMW,Seria 3,2003,265,1995,150,Olej Napędowy,manualna,czarny,11200
Chrysler,Grand Voyager,2003,294000,2499,141,Olej Napędowy,manualna,srebrny metalik,6000
Daewoo,Matiz,1999,150000,800,51,Benzyna,manualna,zielony,2000
Volvo,V50,2004,322167,1997,136,Olej Napędowy,manualna,bordowy metalik,11500
Opel,Vectra,2008,317000,1900,120,Olej Napędowy,manualna,czarny metalik,11900
Toyota,RAV4,2006,250000,2231,177,Olej Napędowy,manualna,srebrny metalik,23000
Audi,80,1994,285000,2300,133,Autogaz,manualna,srebrny,4800
Ford,C-MAX,2008,222188,2000,140,Olej Napędowy,manualna,grafitowy metalik,17700
Toyota,Corolla,2000,318000,2,90,Olej Napędowy,manualna,granatowy,2600
Seat,Altea,2007,36000,1,105,Olej Napędowy,manualna,srebrny,10
Mazda,CX-7,2008,134800,2,258,Autogaz,manualna,czarny,25800
Honda,Civic,2007,230000,1800,140,Autogaz,manualna,czarny,10500
Opel,Zafira,2006,280000,1890,120,Olej Napędowy,manualna,niebieski,12500
Citroën,C-Elysée,2018,45000,1500,110,Benzyna,manualna,brązowy metalik,37000
Subaru,Impreza,2003,212600,2000,125,Benzyna,manualna,czarny metalik,9500
Toyota,Corolla Verso,2008,1708,1800,129,Benzyna,automatyczna,srebrny metalik,21700
Renault,Laguna,1998,291000,1600,1,Autogaz,manualna,zielony,2950
Citroën,Evasion,2002,534000,1999,1,Benzyna,manualna,srebrny,3200
Ford,Focus,2001,206000,1800,1,Benzyna,manualna,szary,3750
Volkswagen,Polo,2002,20300,1400,1,Benzyna,manualna,czerwony metalik,5999
Ford,Focus,2007,186000,1600,101,Benzyna,manualna,niebieski metalik,9300
Opel,Meriva,2004,182,1700,101,Olej Napędowy,manualna,czarny metalik,6500
BMW,Seria 3,2002,274100,2993,184,Olej Napędowy,manualna,granatowy metalik,13000
Volkswagen,Sharan,1999,199000,1890,110,Olej Napędowy,manualna,granatowy metalik,8500
Volkswagen,Bora,1999,380401,1900,90,Olej Napędowy,manualna,granatowy,3000
Renault,Scenic,2003,208200,2,143,Benzyna,manualna,granatowy,4500
Citroën,C8,2003,170989,2000,136,Benzyna,manualna,granatowy,8500
Renault,Laguna,2004,230000,1900,107,Olej Napędowy,manualna,srebrny metalik,3700
Mercedes-Benz,Klasa C,2008,240000,1800,184,Benzyna,manualna,czarny metalik,28500
Renault,Scenic,2003,173776,1870,102,Olej Napędowy,manualna,srebrny metalik,6000
Peugeot,407,2005,253,2,136,Olej Napędowy,automatyczna,złoty,5500
Citroën,C3 Picasso,2010,190000,1397,90,Benzyna,manualna,srebrny metalik,13500
Opel,Astra,2000,126000,1400,81,Autogaz,manualna,złoty metalik,2890
Dacia,Duster,2015,86000,1600,115,Benzyna,manualna,czarny metalik,41200
Fiat,Croma,2006,300000,1800,140,Benzyna,manualna,szary,2500
Subaru,XV,2013,160000,1995,150,Benzyna,manualna,zielony,39000
Mini,Cooper,2007,150000,1600,116,Benzyna,manualna,czerwony,9400
Opel,Corsa,2008,147000,1300,75,Olej Napędowy,manualna,granatowy,10900
Volkswagen,Jetta,2008,138000,1400,125,Benzyna,manualna,srebrny,6500
Opel,Astra,2014,87900,1398,100,Benzyna,manualna,czarny metalik,34900
Seat,Alhambra,2002,277560,1900,115,Olej Napędowy,manualna,czerwony metalik,9500
Citroën,C3,2002,174000,1595,105,Benzyna,manualna,czarny,5800
Nissan,Qashqai,2009,220,1461,110,Olej Napędowy,manualna,biały metalik,24000
Dacia,Duster,2014,77890,1600,105,Benzyna,manualna,niebieski,35000
BMW,Seria 3,2012,181000,2000,163,Olej Napędowy,manualna,grafitowy,23000
Peugeot,206,1999,183680,1360,75,Benzyna,manualna,srebrny metalik,3700
Toyota,Auris,2009,146000,2000,126,Olej Napędowy,manualna,czarny,15900
BMW,M5,1997,360000,2800,192,Autogaz,automatyczna,srebrny metalik,8300
Renault,Laguna,2006,214,165,2,Benzyna,manualna,czarny,4900
Seat,Toledo,2000,233500,1598,101,Benzyna,manualna,srebrny metalik,4300
Fiat,Bravo,2011,135200,1,120,Autogaz,manualna,beżowy,20800
Volkswagen,Bora,1999,247000,1900,90,Olej Napędowy,manualna,zielony metalik,4000
Audi,A6,2016,191600,2,190,Olej Napędowy,manualna,srebrny,83500
Volkswagen,Golf,2001,346,1899,90,Olej Napędowy,manualna,czarny,5500
Mercedes-Benz,ML,2001,300,2700,163,Olej Napędowy,automatyczna,srebrny metalik,8900
Volkswagen,Golf,2001,279730,1,104,Autogaz,manualna,zielony,6000
Peugeot,807,2008,34000,2200,170,Olej Napędowy,manualna,niebieski metalik,11000
Renault,Laguna,2008,281000,2,150,Olej Napędowy,manualna,czarny metalik,15000
Škoda,Fabia,2006,176,1198,47,Benzyna,manualna,zielony,7600
Audi,80,1992,340,2000,115,Autogaz,manualna,srebrny,3800
Citroën,C4,2005,216885,1999,136,Benzyna,manualna,srebrny,9200
Škoda,Superb,2010,320000,1998,140,Olej Napędowy,manualna,beżowy metalik,28500
Audi,A3,2007,295,200,170,Olej Napędowy,manualna,srebrny metalik,21000
Mitsubishi,Outlander,2007,172,2000,136,Benzyna,manualna,szary metalik,21000
Opel,Omega,1999,387,2500,180,Olej Napędowy,manualna,srebrny metalik,4300
Volkswagen,Polo,1999,2000000,1,75,Benzyna,manualna,niebieski,2900
Fiat,Panda,2004,200,1100,55,Benzyna,manualna,srebrny metalik,4999
Volkswagen,Passat,2010,265000,2000,140,Olej Napędowy,manualna,niebieski metalik,22500
Opel,Meriva,2012,180300,1364,120,Autogaz,manualna,biały,29900
Nissan,Juke,2015,62000,1600,117,Benzyna,automatyczna,bordowy metalik,49500
Volkswagen,Sharan,2001,280000,1896,116,Olej Napędowy,manualna,srebrny metalik,6300
Renault,Megane,2003,222000,1900,120,Olej Napędowy,manualna,czarny,3200
Audi,A4,1997,222107,1,102,Benzyna,manualna,zielony,2800
Nissan,Murano,2006,230000,3498,234,Autogaz,automatyczna,czarny metalik,11900
Seat,Leon,2009,113456,1600,105,Benzyna,manualna,srebrny,21500
Audi,A3,2001,355000,1900,110,Olej Napędowy,manualna,czarny,3600
Volkswagen,Lupo,1998,217000,999,50,Benzyna,manualna,niebieski,2000
BMW,Seria 1,2004,330,2,170,Olej Napędowy,manualna,srebrny,8500
BMW,Seria 5,2006,162000,3000,231,Olej Napędowy,manualna,granatowy metalik,28800
Nissan,Micra,2004,220000,1500,85,Olej Napędowy,manualna,srebrny,4000
Ford,Kuga,2010,170000,1997,150,Olej Napędowy,manualna,beżowy metalik,40500
Mercedes-Benz,Klasa E,2003,492000,3222,204,Olej Napędowy,automatyczna,czarny,19500
BMW,Seria 7,2004,360000,3000,218,Olej Napędowy,automatyczna,czarny metalik,17500
Volkswagen,Polo,2002,226000,1896,64,Olej Napędowy,manualna,srebrny,3000
Volkswagen,Touran,2006,253392,1896,105,Olej Napędowy,manualna,czarny metalik,15700
